Time,X,Y
1784807010333.119,-0.00348,0.74249
1784807010371.869,-0.00357,0.7143
1784807010432.232,-0.00362,0.68652
1784807010471.6108,-0.00349,0.65944
1784807010533.2842,-0.00317,0.63227
1784807010591.816,-0.00306,0.60297
1784807010639.0889,-0.00269,0.57273
1784807010692.439,-0.00274,0.54271
1784807010731.9219,-0.00297,0.51305
1784807010792.585,-0.00323,0.483
1784807010832.411,-0.00308,0.45192
1784807010893.0671,-0.00258,0.42002
1784807010931.747,-0.00249,0.38836
1784807010993.4941,-0.00238,0.35688
1784807011031.273,-0.00179,0.32488
1784807011091.271,-0.00082,0.29398
1784807011131.296,1e-05,0.26839
1784807011192.395,0.00012,0.24887
1784807011253.0872,0.00022,0.23102
1784807011292.528,0.00053,0.21061
1784807011355.035,0.00089,0.18975
1784807011392.77,0.00113,0.17294
1784807011454.259,0.00095,0.16091
1784807011512.283,0.00065,0.15059
1784807011571.636,0.00106,0.13836
1784807011612.716,0.00113,0.12549
1784807011672.462,0.00181,0.11625
1784807011712.5398,0.00188,0.11164
1784807011753.104,0.00177,0.10879
1784807011812.439,0.00169,0.10729
1784807011853.214,0.00147,0.10734
1784807011912.3972,0.00097,0.1077
1784807011952.509,0.00066,0.10781
1784807012012.794,0.00045,0.10767
1784807012072.646,0.00045,0.10758
1784807012112.6467,0.00052,0.10771
1784807012152.3398,0.00049,0.10786
1784807012212.4531,0.00054,0.10789
1784807012253.341,0.00043,0.10799
1784807012312.376,0.00033,0.10804
1784807012372.7979,0.00033,0.10809
1784807012412.193,0.00034,0.10813
