Time,X,Y
1784807681799.4,0.85864,0.06922
1784807681841.63,0.86874,0.06899
1784807681899.522,0.87326,0.06963
1784807682059.829,0.8767,0.07
1784807682060.627,0.87887,0.07005
1784807682061.148,0.88,0.0697
1784807682099.613,0.88058,0.06969
1784807682170.202,0.88102,0.06966
1784807682219.059,0.88111,0.0696
1784807682259.5671,0.88083,0.06946
1784807682315.9402,0.88046,0.06943
1784807682359.622,0.88053,0.06982
1784807682400.095,0.88525,0.07379
1784807682464.517,0.89508,0.08683
1784807682499.255,0.90196,0.11112
1784807682559.2031,0.90456,0.14118
1784807682620.089,0.90552,0.17168
1784807682659.369,0.90593,0.20005
1784807682719.787,0.90682,0.22819
1784807682759.454,0.90821,0.25666
1784807682819.0662,0.9096,0.28493
1784807682880.98,0.91099,0.31169
1784807682919.1199,0.91208,0.33725
1784807682958.773,0.91327,0.36165
1784807683020.043,0.91432,0.38507
1784807683119.4592,0.9149,0.40816
1784807683120.206,0.91533,0.43189
1784807683159.2478,0.91563,0.45608
1784807683238.911,0.916,0.48106
1784807683259.379,0.91614,0.50645
1784807683340.5261,0.9166,0.53222
1784807683359.505,0.91695,0.55795
1784807683442.527,0.91738,0.58356
1784807683479.809,0.91781,0.60881
1784807683552.632,0.91829,0.63352
1784807683579.357,0.91854,0.65812
1784807683639.4602,0.91892,0.68253
1784807683679.177,0.91913,0.70738
1784807683739.177,0.919,0.73243
1784807683799.297,0.91889,0.75794
1784807683838.958,0.91882,0.78268
1784807683899.136,0.91871,0.8057
1784807683937.982,0.91848,0.8261
1784807683978.9373,0.9178,0.84317
1784807684039.758,0.91687,0.85688
1784807684159.1511,0.91588,0.8679
1784807684159.6812,0.91478,0.877
1784807684178.177,0.91401,0.88421
1784807684239.1802,0.91341,0.89071
1784807684279.416,0.91288,0.89806
1784807684359.241,0.91271,0.90856
1784807684399.289,0.91216,0.9202
1784807684459.2122,0.91124,0.93123
1784807684499.327,0.91034,0.94022
1784807684539.835,0.90957,0.94636
1784807684599.298,0.90856,0.94989
1784807684639.642,0.90723,0.95081
1784807684698.6711,0.90644,0.95044
1784807684738.239,0.90604,0.95007
1784807684798.498,0.90595,0.95002
1784807684838.5278,0.90615,0.95006
1784807684920.3179,0.90651,0.95005
1784807684940.332,0.90661,0.9501
1784807685000.1228,0.90658,0.94994
1784807685040.529,0.90646,0.95
1784807685100.853,0.90612,0.95049
1784807685242.2888,0.90214,0.95313
1784807685243.046,0.88733,0.96062
1784807685261.03,0.86206,0.96757
1784807685300.513,0.83222,0.97379
1784807685360.72,0.80072,0.97849
1784807685400.752,0.76862,0.9823
1784807685463.0898,0.73745,0.98485
1784807685500.6987,0.70852,0.98744
1784807685543.0752,0.6827,0.98942
1784807685601.2102,0.66007,0.99108
1784807685660.418,0.63899,0.99241
1784807685700.684,0.6179,0.99371
1784807685761.415,0.59512,0.9951
1784807685800.275,0.57015,0.99649
1784807685859.856,0.54341,0.99774
1784807685920.174,0.51614,0.99857
1784807685960.316,0.48954,0.99975
1784807686040.702,0.46381,1.00032
1784807686061.0781,0.43926,1.00071
1784807686134.8801,0.41553,1.00095
1784807686160.325,0.39211,1.00118
1784807686261.2942,0.36826,1.00122
1784807686262.2349,0.34349,1.00147
1784807686321.102,0.31807,1.00219
1784807686379.326,0.29219,1.00342
1784807686419.53,0.26628,1.00467
1784807686481.6582,0.24059,1.00558
1784807686520.2407,0.21544,1.00648
1784807686561.2969,0.19224,1.00671
1784807686620.5251,0.17256,1.00631
1784807686660.613,0.1566,1.00528
1784807686720.0442,0.14424,1.00384
1784807686780.3572,0.13465,1.00254
1784807686819.6921,0.12562,1.00189
1784807686880.393,0.11631,1.00072
1784807686940.194,0.10545,0.99987
1784807686979.99,0.0935,0.99975
1784807687040.457,0.081,0.99984
1784807687080.847,0.06919,0.99981
1784807687159.9731,0.0596,0.99947
1784807687199.5298,0.04773,0.99731
1784807687300.259,0.04528,0.99622
1784807687301.113,0.04353,0.99505
1784807687340.878,0.04097,0.9946
1784807687401.8308,0.03713,0.9937
1784807687496.3,0.03131,0.99257
1784807687500.4028,0.02456,0.99143
1784807687561.606,0.01835,0.99059
1784807687601.396,0.01383,0.99037
1784807687662.03,0.01163,0.9907
1784807687721.6848,0.01076,0.99114
1784807687761.468,0.01031,0.99129
1784807687819.1309,0.01042,0.99123
1784807687864.492,0.01077,0.99136
1784807687935.373,0.01129,0.99116
1784807687981.185,0.01182,0.99124
1784807688022.302,0.01207,0.99096
1784807688081.835,0.01095,0.98991
1784807688121.355,0.00673,0.98365
1784807688181.571,0.00079,0.96419
1784807688221.324,-0.00421,0.93598
1784807688389.8872,-0.00914,0.90734
1784807688390.531,-0.01224,0.87799
1784807688401.074,-0.01472,0.84854
1784807688440.622,-0.01642,0.81982
1784807688501.39,-0.01686,0.79158
1784807688541.3618,-0.01717,0.76433
1784807688580.9001,-0.01602,0.73864
1784807688640.407,-0.01478,0.71443
1784807688681.265,-0.01387,0.69081
1784807688740.641,-0.01434,0.66728
1784807688782.0488,-0.0162,0.64351
1784807688842.572,-0.01949,0.61946
1784807688901.3992,-0.02597,0.56918
1784807688961.3179,-0.02778,0.54353
1784807689001.363,-0.02857,0.51801
1784807689040.8809,-0.02835,0.49304
1784807689101.8801,-0.02707,0.46825
1784807689141.6619,-0.02561,0.44344
1784807689201.36,-0.02419,0.4187
1784807689241.61,-0.02384,0.39419
1784807689304.047,-0.02451,0.36961
1784807689405.0188,-0.02602,0.34456
1784807689408.167,-0.02791,0.31936
1784807689461.5737,-0.02919,0.29416
1784807689521.051,-0.02994,0.26869
1784807689561.2842,-0.02986,0.2445
1784807689620.1611,-0.02883,0.22438
1784807689660.407,-0.02711,0.20986
1784807689702.103,-0.02489,0.19972
1784807689760.289,-0.02283,0.19325
1784807689802.437,-0.0211,0.189
1784807689861.4312,-0.01985,0.18602
1784807689921.677,-0.01943,0.18139
1784807689960.715,-0.01973,0.17318
1784807690021.058,-0.0198,0.16188
1784807690082.0068,-0.01992,0.14936
1784807690141.073,-0.01975,0.13677
1784807690202.655,-0.01887,0.12746
1784807690241.478,-0.01807,0.12219
1784807690302.2468,-0.01676,0.12062
1784807690341.755,-0.01485,0.12129
1784807690461.746,-0.01292,0.12125
1784807690462.281,-0.01086,0.12077
1784807690480.84,-0.00952,0.11901
1784807690542.093,-0.00882,0.11567
1784807690602.357,-0.00913,0.10609
1784807690641.8418,-0.00953,0.10316
1784807690702.179,-0.00931,0.10315
1784807690741.276,-0.00886,0.10376
1784807690801.9968,-0.00847,0.10383
1784807690861.7542,-0.00802,0.10388
