Time,acc_x,acc_y,acc_z
1784522669674.5952,-0.01378,0.0181,-1.00444
1784522669774.581,-0.01358,0.01953,-1.00276
1784522669874.489,-0.01303,0.01889,-1.00305
1784522669995.1,-0.01269,0.01835,-1.00436
1784522670093.249,-0.01541,0.01834,-1.00471
1784522670194.352,-0.0119,0.01916,-1.00466
1784522670294.329,-0.01358,0.0182,-1.0054
1784522670394.4268,-0.01365,0.01812,-1.00403
1784522670494.21,-0.01263,0.01797,-1.00329
1784522670594.3281,-0.01325,0.01954,-1.00549
1784522670694.3208,-0.01523,0.01751,-1.00462
1784522670794.164,-0.01397,0.01776,-1.0036
1784522670893.556,-0.01288,0.01824,-1.00237
1784522670993.898,-0.01247,0.0205,-1.00422
1784522671093.655,-0.01329,0.01876,-1.00536
1784522671213.845,-0.01505,0.01704,-1.00543
1784522671313.992,-0.01436,0.01851,-1.00318
1784522671414.41,-0.01328,0.01796,-1.00425
1784522671514.2368,-0.01238,0.01816,-1.00537
1784522671614.309,-0.01387,0.01769,-1.0054
1784522671714.137,-0.01351,0.0177,-1.00425
1784522671813.881,-0.01329,0.01851,-1.00498
1784522671913.8901,-0.01474,0.019,-1.00513
1784522672013.673,-0.01383,0.01818,-1.00509
1784522672113.8308,-0.01126,0.01789,-1.00539
1784522672213.791,-0.01488,0.01783,-1.00393
1784522672314.61,-0.01291,0.01889,-1.00254
1784522672414.609,-0.0134,0.01848,-1.00532
1784522672514.219,-0.01464,0.01843,-1.00345
1784522672614.1638,-0.01253,0.01984,-1.00292
1784522672714.155,-0.01505,0.01758,-1.0041
1784522672818.898,-0.01211,0.01904,-1.00515
1784522672913.981,-0.01348,0.01846,-1.00325
1784522673014.015,-0.01426,0.01915,-1.00328
1784522673114.514,-0.01335,0.01821,-1.00554
1784522673214.417,-0.01308,0.01876,-1.00314
1784522673314.1812,-0.01355,0.0179,-1.00329
1784522673414.1592,-0.01352,0.01826,-1.00316
1784522673534.72,-0.01382,0.01874,-1.00377
1784522673634.687,-0.0146,0.01782,-1.00387
1784522673733.967,-0.01182,0.01884,-1.00378
1784522673834.309,-0.01421,0.01746,-1.00321
1784522673933.6692,-0.01352,0.01802,-1.00505
1784522674034.383,-0.01263,0.01797,-1.0063
1784522674134.335,-0.01362,0.01894,-1.00411
1784522674234.434,-0.01437,0.01796,-1.00367
1784522674333.7852,-0.01309,0.01898,-1.00398
1784522674434.669,-0.0139,0.01839,-1.0053
1784522674534.563,-0.01392,0.01987,-1.00395
1784522674634.447,-0.01416,0.01833,-1.0044
1784522674734.5012,-0.01505,0.01748,-1.00303
1784522674834.551,-0.01351,0.01924,-1.00465
1784522674934.499,-0.01132,0.01781,-1.00447
1784522675056.0442,-0.01461,0.01776,-1.00428
1784522675155.451,-0.01376,0.01858,-1.0053
1784522675254.7341,-0.01357,0.01707,-1.00427
1784522675355.0369,-0.01173,0.01931,-1.00298
1784522675454.836,-0.01433,0.01783,-1.00398
1784522675558.789,-0.0121,0.01934,-1.00342
1784522675658.6729,-0.01453,0.01811,-1.00446
1784522675755.4187,-0.01442,0.0182,-1.00422
1784522675856.3909,-0.01323,0.01754,-1.00419
1784522675955.334,-0.01112,0.01718,-1.00258
1784522676054.496,-0.01409,0.01772,-1.00199
1784522676155.76,-0.01391,0.01776,-1.00473
1784522676256.1392,-0.0121,0.01843,-1.00487
1784522676374.452,-0.01446,0.01841,-1.00485
1784522676473.8281,-0.0132,0.01824,-1.00356
1784522676574.291,-0.01238,0.01793,-1.00573
1784522676674.3748,-0.01468,0.01846,-1.00424
1784522676774.4,-0.01589,0.01863,-1.00338
1784522676873.7158,-0.01153,0.01881,-1.00626
1784522676974.002,-0.01264,0.01869,-1.00359
1784522677074.377,-0.01382,0.01797,-1.00757
1784522677174.388,-0.01222,0.01782,-1.0046
1784522677274.366,-0.0144,0.02,-1.00423
1784522677373.539,-0.01367,0.01931,-1.00515
1784522677474.607,-0.01143,0.01995,-1.00272
1784522677594.302,-0.01354,0.01858,-1.00647
1784522677694.3748,-0.0126,0.01748,-1.00573
1784522677799.124,-0.01297,0.01872,-1.00611
1784522677893.523,-0.01287,0.01826,-1.00415
1784522678014.334,-0.01344,0.02045,-1.00448
1784522678114.304,-0.01309,0.0176,-1.00313
1784522678214.044,-0.01342,0.01857,-1.00357
1784522678314.0537,-0.01234,0.01904,-1.00344
1784522678416.278,-0.0149,0.01919,-1.00581
1784522678513.5242,-0.01158,0.01946,-1.00657
1784522678613.873,-0.01472,0.01823,-1.0054
1784522678714.108,-0.01477,0.01841,-1.00224
1784522678814.333,-0.01376,0.02103,-1.00219
1784522678913.493,-0.01321,0.0191,-1.00602
1784522679014.09,-0.01292,0.01938,-1.0019
1784522679114.446,-0.01414,0.0174,-1.0057
1784522679222.089,-0.01472,0.01896,-1.00668
1784522679313.459,-0.01162,0.01949,-1.00557
1784522679413.956,-0.01411,0.01806,-1.00292
1784522679513.923,-0.01359,0.01962,-1.00488
1784522679614.139,-0.01407,0.01734,-1.00492
1784522679714.247,-0.01327,0.01718,-1.00553
1784522679834.759,-0.01425,0.02045,-1.00413
1784522679936.095,-0.01381,0.01798,-1.00482
1784522680034.403,-0.01406,0.01937,-1.00489
1784522680134.3958,-0.01436,0.01888,-1.00528
1784522680234.4692,-0.0124,0.01881,-1.00312
1784522680334.421,-0.01246,0.019,-1.00306
1784522680434.5168,-0.01435,0.01812,-1.00483
1784522680535.09,-0.01334,0.01873,-1.00671
1784522680635.158,-0.01275,0.0173,-1.00256
1784522680734.793,-0.01249,0.01939,-1.00362
1784522680857.8281,-0.01406,0.01878,-1.00318
1784522680955.595,-0.01369,0.01792,-1.00272
1784522681055.151,-0.01187,0.01811,-1.00432
1784522681155.106,-0.01457,0.01809,-1.00317
1784522681255.684,-0.01485,0.01891,-1.00166
1784522681355.0972,-0.01256,0.01767,-1.00381
1784522681455.935,-0.01343,0.01674,-1.00434
1784522681555.478,-0.01414,0.01858,-1.00455
1784522681655.288,-0.01264,0.01883,-1.00523
1784522681755.069,-0.0146,0.01709,-1.0027
1784522681858.229,-0.01372,0.0181,-1.00546
1784522681973.929,-0.01366,0.01743,-1.00346
1784522682073.6958,-0.01473,0.01859,-1.00661
1784522682173.793,-0.01313,0.01683,-1.00467
1784522682273.8008,-0.01259,0.01879,-1.00501
1784522682375.0332,-0.01542,0.01792,-1.00409
1784522682473.8613,-0.0119,0.01805,-1.00423
1784522682574.261,-0.01317,0.01901,-1.00396
1784522682675.215,-0.01301,0.01855,-1.00577
1784522682775.321,-0.01468,0.0178,-1.00413
1784522682895.246,-0.01247,0.01904,-1.00191
1784522682994.982,-0.01515,0.01875,-1.0053
1784522683095.063,-0.01366,0.01895,-1.00588
1784522683195.034,-0.0135,0.01821,-1.00441
1784522683294.9053,-0.01446,0.01783,-1.00332
1784522683395.297,-0.0124,0.01866,-1.00393
1784522683495.7493,-0.01339,0.01862,-1.00453
1784522683595.375,-0.01471,0.01928,-1.00592
1784522683695.102,-0.01459,0.01762,-1.00466
1784522683795.1318,-0.01227,0.01873,-1.00435
1784522683896.061,-0.01254,0.01848,-1.00339
1784522683995.42,-0.01399,0.01719,-1.00367
1784522684095.2058,-0.01349,0.01861,-1.00509
1784522684195.0237,-0.01233,0.01943,-1.00483
1784522684295.057,-0.01321,0.01811,-1.00293
1784522684395.0269,-0.01394,0.01915,-1.006
1784522684517.588,-0.01239,0.0189,-1.00452
1784522684616.6401,-0.01394,0.01816,-1.0045
1784522684717.075,-0.01369,0.01865,-1.00461
1784522684816.965,-0.01272,0.01899,-1.00527
1784522684936.565,-0.01275,0.01874,-1.00333
1784522685036.288,-0.01253,0.01788,-1.00288
1784522685136.72,-0.01254,0.01753,-1.0044
1784522685236.496,-0.01427,0.01867,-1.00379
1784522685336.159,-0.01271,0.01768,-1.00443
1784522685436.3142,-0.01393,0.01815,-1.00453
1784522685536.355,-0.01216,0.01867,-1.0056
1784522685638.014,-0.0134,0.01843,-1.0055
1784522685736.342,-0.01256,0.01737,-1.00441
1784522685836.12,-0.01475,0.01863,-1.00445
1784522685935.926,-0.013,0.01761,-1.00334
1784522686055.7507,-0.01278,0.01849,-1.00548
1784522686155.673,-0.01371,0.0167,-1.00555
1784522686255.753,-0.01333,0.01858,-1.00545
1784522686356.181,-0.01359,0.01945,-1.00536
1784522686455.773,-0.01421,0.01819,-1.00327
1784522686555.715,-0.01378,0.01712,-1.00633
1784522686656.029,-0.01517,0.01886,-1.00491
1784522686776.3728,-0.01368,0.01665,-1.00694
1784522686876.0168,-0.0144,0.02049,-1.0034
1784522686976.105,-0.0131,0.018,-1.003
1784522687076.154,-0.01381,0.01698,-1.00414
1784522687175.678,-0.01326,0.01955,-1.0052
1784522687275.834,-0.013,0.01751,-1.00668
1784522687376.24,-0.01321,0.01858,-1.00526
1784522687496.408,-0.01409,0.01893,-1.0047
1784522687596.1821,-0.01379,0.01801,-1.00587
1784522687696.262,-0.01287,0.01986,-1.00544
1784522687796.364,-0.0143,0.0179,-1.00479
1784522687896.285,-0.01292,0.01971,-1.00403
1784522688000.694,-0.01395,0.01878,-1.00536
1784522688096.072,-0.01173,0.0196,-1.00429
1784522688196.179,-0.01317,0.01853,-1.00413
1784522688296.032,-0.01542,0.01971,-1.00126
1784522688396.071,-0.01273,0.01772,-1.00552
1784522688496.408,-0.01419,0.01849,-1.00307
1784522688616.678,-0.01305,0.0183,-1.00579
1784522688715.426,-0.0131,0.01784,-1.00367
1784522688816.206,-0.01382,0.01872,-1.00334
1784522688916.3809,-0.01255,0.01803,-1.00422
1784522689016.36,-0.01381,0.0186,-1.00422
1784522689115.9731,-0.01234,0.01876,-1.00145
1784522689216.11,-0.0142,0.01812,-1.00308
1784522689336.1543,-0.01382,0.01991,-1.00312
1784522689434.606,-0.01423,0.01777,-1.0022
1784522689535.9958,-0.01278,0.01914,-1.00636
1784522689637.0881,-0.01371,0.01917,-1.00201
1784522689736.654,-0.01167,0.02044,-1.004
1784522689836.03,-0.01294,0.01781,-1.00572
1784522689941.682,-0.01451,0.01872,-1.00463
1784522690036.02,-0.01339,0.02006,-1.0042
1784522690136.273,-0.01339,0.01765,-1.00399
1784522690256.183,-0.01353,0.02013,-1.00571
1784522690356.31,-0.01383,0.01754,-1.00467
1784522690456.625,-0.01324,0.01917,-1.00269
1784522690555.831,-0.01493,0.01892,-1.00284
1784522690656.5562,-0.01301,0.01968,-1.00585
1784522690756.182,-0.0127,0.01721,-1.00557
1784522690855.775,-0.01376,0.01718,-1.00526
1784522690956.034,-0.01261,0.01916,-1.00214
1784522691056.245,-0.013,0.01827,-1.00477
1784522691176.1323,-0.01314,0.01844,-1.00416
1784522691276.08,-0.01317,0.01867,-1.00289
1784522691376.039,-0.01303,0.01876,-1.00471
1784522691476.142,-0.016,0.01892,-1.00364
1784522691575.454,-0.01338,0.01748,-1.00455
1784522691675.988,-0.01313,0.02147,-1.00383
1784522691776.4092,-0.01494,0.01753,-1.00418
1784522691875.9072,-0.01233,0.01985,-1.00442
1784522691976.316,-0.01564,0.01832,-1.00364
1784522692076.4038,-0.01192,0.01841,-1.00437
1784522692176.4211,-0.01327,0.02017,-1.00619
1784522692276.581,-0.01415,0.01664,-1.0044
