Time,gyro_x,gyro_y,gyro_z
1784522666594.349,-0.00293,0.00746,0.00164
1784522666694.51,-0.00339,0.00706,0.00198
1784522666814.0327,-0.00285,0.00753,0.00208
1784522666913.553,-0.00278,0.0054,0.00285
1784522667014.546,-0.00244,0.00657,-0.00063
1784522667114.297,-0.00182,0.00754,0.00082
1784522667214.3218,-0.00188,0.00609,0.0007
1784522667314.308,-0.00505,0.00606,0.0017
1784522667414.3647,-0.0032,0.00901,0.00098
1784522667534.786,-0.00052,0.00722,0.00243
1784522667638.227,-0.00232,0.00928,0.00179
1784522667734.444,-0.003,0.0084,0.00227
1784522667834.548,-0.00377,0.00602,-0.00041
1784522667935.615,-0.00121,0.00547,0.00269
1784522668034.55,-0.00348,0.00615,0.00172
1784522668134.3691,-0.00097,0.01035,-0.00085
1784522668234.3118,0.00028,0.00922,-0.00026
1784522668333.587,-0.0063,0.00663,0.00149
1784522668433.682,-0.00174,0.00662,0.0026
1784522668555.328,-0.00584,0.00715,0.00064
1784522668655.393,-0.00186,0.00763,0.00076
1784522668755.046,-0.00288,0.00625,0.00107
1784522668855.248,-0.00295,0.00651,0.00323
1784522668956.0352,-0.00047,0.00806,-0.00161
1784522669074.6748,-0.00131,0.00465,0.00306
1784522669174.388,-0.00324,0.007,0.00279
1784522669274.403,-0.0059,0.00719,-0.00076
1784522669374.614,-0.00317,0.00545,0.00147
1784522669474.505,-0.00156,0.00977,0.00032
1784522669574.3042,-0.00217,0.0085,0.00051
1784522669674.5952,-0.0015,0.00576,0.00287
1784522669774.581,-0.00155,0.00778,0.00178
1784522669874.489,-0.0012,0.00675,0.00186
1784522669995.1,-0.00441,0.0081,0.00143
1784522670093.249,-0.00125,0.00847,-1e-05
1784522670194.352,-0.00137,0.00729,0.0018
1784522670294.329,-0.00125,0.00697,0.00233
1784522670394.4268,-0.00078,0.00867,-0.00031
1784522670494.21,-0.00369,0.0058,0.00323
1784522670594.3281,-0.00112,0.0071,-0.00079
1784522670694.3208,-0.00513,0.00716,-0.00163
1784522670794.164,-0.00332,0.00618,0.00143
1784522670893.556,-0.00075,0.00529,0.00186
1784522670993.898,-0.00071,0.00639,-0.00133
1784522671093.655,-0.00231,0.00859,0.00287
1784522671213.845,-0.00226,0.00894,0.00202
1784522671313.992,-0.0029,0.00707,0.00102
1784522671414.41,-0.00305,0.00794,0.00019
1784522671514.2368,-0.00252,0.00644,0.00346
1784522671614.309,-0.00356,0.00565,0.00231
1784522671714.137,-0.00288,0.00875,0.00287
1784522671813.881,-0.00181,0.00564,0.00227
1784522671913.8901,-0.00047,0.00816,0.00025
1784522672013.673,-0.00379,0.00762,0.00078
1784522672113.8308,-0.00282,0.00764,-0.00066
1784522672213.791,-0.00397,0.00593,0.00157
1784522672314.61,-0.00303,0.00636,-0.00029
1784522672414.609,-0.00356,0.00812,-0.0
1784522672514.219,-0.00331,0.00906,-0.00133
1784522672614.1638,-0.00473,0.00704,0.00194
1784522672714.155,-0.00216,0.00596,0.00386
1784522672818.898,0.00011,0.0075,0.00059
1784522672913.981,-0.00104,0.00779,0.00267
1784522673014.015,-0.00434,0.00861,0.00048
1784522673114.514,-0.00053,0.00563,0.00071
1784522673214.417,-0.00286,0.00742,-0.00022
1784522673314.1812,0.00046,0.00955,0.0025
1784522673414.1592,-0.00204,0.00851,0.00035
1784522673534.72,-0.00558,0.00905,0.00279
1784522673634.687,-0.00227,0.00598,0.0036
1784522673733.967,-0.00365,0.00758,-0.00013
1784522673834.309,-0.00482,0.00695,0.00327
1784522673933.6692,0.00042,0.00647,0.00078
1784522674034.383,-0.00255,0.00776,-2e-05
1784522674134.335,-0.00293,0.00679,0.00369
1784522674234.434,-0.00368,0.00786,0.00192
1784522674333.7852,-0.002,0.00604,0.00086
1784522674434.669,-0.00301,0.00895,0.00026
1784522674534.563,-0.00308,0.00649,0.0008
1784522674634.447,-0.00391,0.00468,0.00041
1784522674734.5012,-0.00419,0.00713,0.00221
1784522674834.551,-0.00139,0.00626,0.00085
1784522674934.499,-0.00244,0.00629,0.00057
1784522675056.0442,-0.00208,0.00726,0.00076
1784522675155.451,-0.0041,0.00846,-0.00027
1784522675254.7341,-0.00055,0.00676,0.00136
1784522675355.0369,-0.00542,0.00573,-0.00109
1784522675454.836,-0.0035,0.00507,0.00313
1784522675558.789,-0.00271,0.00778,0.00255
1784522675658.6729,-0.00389,0.00648,0.00011
1784522675755.4187,-0.0022,0.00819,0.00206
1784522675856.3909,-0.00469,0.00854,0.00091
1784522675955.334,-0.00095,0.00941,0.00236
1784522676054.496,-0.00462,0.00706,0.00127
1784522676155.76,0.00048,0.00888,0.00222
1784522676256.1392,-0.00534,0.00838,0.00108
1784522676374.452,-0.00404,0.00802,0.00112
1784522676473.8281,-0.00426,0.0084,0.00222
1784522676574.291,-0.00181,0.00622,0.00152
1784522676674.3748,-0.00231,0.00881,0.00026
1784522676774.4,-0.00356,0.00868,0.0032
1784522676873.7158,-0.0023,0.00614,-0.0
1784522676974.002,-0.00251,0.00714,0.00216
1784522677074.377,-0.00339,0.00804,0.00147
1784522677174.388,-0.00357,0.0073,0.00181
1784522677274.366,-0.0036,0.00597,-9e-05
1784522677373.539,-0.00256,0.0042,0.00182
1784522677474.607,-0.00332,0.00622,-0.0003
1784522677594.302,-0.00295,0.00625,0.00353
1784522677694.3748,-0.00474,0.00852,0.0017
1784522677799.124,-0.00479,0.00822,0.00197
1784522677893.523,-0.00286,0.00882,0.00182
1784522678014.334,-0.0031,0.00596,0.00423
1784522678114.304,-0.00233,0.00717,0.00374
1784522678214.044,-0.00131,0.00835,0.00043
1784522678314.0537,-0.00318,0.00815,0.00109
1784522678416.278,-0.00279,0.0076,0.00034
1784522678513.5242,-0.00376,0.00667,0.00151
1784522678613.873,-0.00288,0.00746,0.00195
1784522678714.108,-0.00316,0.00708,0.004
1784522678814.333,-0.00413,0.00664,-0.00103
1784522678913.493,-0.00213,0.00836,0.0018
1784522679014.09,-0.0032,0.00966,0.00011
1784522679114.446,-0.00571,0.00459,0.00157
1784522679222.089,-0.00212,0.00853,0.00062
1784522679313.459,-0.00339,0.01047,0.00225
1784522679413.956,-0.0022,0.00639,0.00236
1784522679513.923,-0.00332,0.00675,-0.00026
1784522679614.139,-0.00309,0.00758,-0.00067
1784522679714.247,-0.0031,0.00778,0.0025
1784522679834.759,-0.00548,0.00588,0.00115
1784522679936.095,-0.00155,0.00776,0.00116
1784522680034.403,-0.00414,0.00479,0.00285
1784522680134.3958,-0.00273,0.00635,0.00047
1784522680234.4692,-0.00408,0.00732,0.00333
1784522680334.421,-0.00405,0.00584,0.00155
1784522680434.5168,-0.00257,0.00692,0.00287
1784522680535.09,-0.00207,0.00783,0.00117
1784522680635.158,-0.00127,0.00941,0.00455
1784522680734.793,-0.00464,0.00736,-0.00171
1784522680857.8281,-0.00301,0.00734,0.0012
1784522680955.595,-0.00234,0.00854,0.00269
1784522681055.151,-0.00453,0.00774,0.0008
1784522681155.106,-0.00198,0.01087,0.00351
1784522681255.684,-0.00113,0.00479,0.00216
1784522681355.0972,-0.00109,0.00899,0.00236
1784522681455.935,-0.00242,0.00796,0.00338
1784522681555.478,-0.00292,0.00627,0.00287
1784522681655.288,-0.00258,0.00891,-0.00131
1784522681755.069,-0.00214,0.00904,0.00412
1784522681858.229,-0.00372,0.00838,0.00095
1784522681973.929,-0.00524,0.00513,-0.00032
1784522682073.6958,-0.00257,0.00779,0.0002
1784522682173.793,-0.0043,0.00678,0.00224
1784522682273.8008,-0.00358,0.00699,0.00156
1784522682375.0332,-0.00609,0.00589,0.00066
1784522682473.8613,-0.002,0.00746,0.00341
1784522682574.261,-0.00215,0.00672,0.00212
1784522682675.215,-0.00377,0.00431,0.00105
1784522682775.321,-0.00233,0.00999,0.00056
1784522682895.246,-0.00265,0.00599,0.00221
1784522682994.982,-0.00277,0.0072,-0.0003
1784522683095.063,-0.00265,0.00622,0.00085
1784522683195.034,-0.00509,0.00602,0.00141
1784522683294.9053,-0.00036,0.00565,0.00214
1784522683395.297,-0.00338,0.00642,0.00056
1784522683495.7493,-0.00467,0.00788,0.00135
1784522683595.375,-0.00277,0.00796,9e-05
1784522683695.102,-0.00111,0.00788,-0.00095
1784522683795.1318,-0.00209,0.00696,0.00199
1784522683896.061,-0.00352,0.01126,0.00078
1784522683995.42,-0.0036,0.00883,0.00245
1784522684095.2058,-0.00526,0.00659,0.00175
1784522684195.0237,-0.00459,0.01035,0.00082
1784522684295.057,-0.00449,0.00712,0.00173
1784522684395.0269,-0.00049,0.00777,-0.00017
1784522684517.588,-0.0016,0.00434,0.00067
1784522684616.6401,0.00128,0.00623,0.00069
1784522684717.075,-0.00105,0.00638,0.00252
1784522684816.965,-0.00548,0.00747,0.00084
1784522684936.565,-0.00112,0.00713,0.00248
1784522685036.288,-0.00277,0.00559,0.00285
1784522685136.72,-0.0041,0.00735,-0.00042
1784522685236.496,-0.00448,0.00882,0.0033
1784522685336.159,-0.0031,0.00667,0.00093
1784522685436.3142,-0.00385,0.00622,0.00077
1784522685536.355,-0.00626,0.00667,0.00077
1784522685638.014,-0.00168,0.00618,0.00115
1784522685736.342,-0.00203,0.00729,0.00292
1784522685836.12,-0.00301,0.00714,-0.00144
1784522685935.926,-0.00466,0.00426,0.00038
1784522686055.7507,-0.00272,0.00946,-0.00083
1784522686155.673,-0.00447,0.00489,0.00238
1784522686255.753,-0.0038,0.00815,-0.00106
1784522686356.181,-0.00035,0.00683,-0.00088
1784522686455.773,-0.00339,0.00676,0.00171
1784522686555.715,-0.00185,0.00839,0.00234
1784522686656.029,-0.00277,0.00811,0.00097
1784522686776.3728,-0.00408,0.00973,0.0041
1784522686876.0168,-0.00324,0.00731,-0.00013
1784522686976.105,-0.00143,0.00829,0.00157
1784522687076.154,-0.00385,0.00722,0.00183
1784522687175.678,-0.00444,0.00739,-0.00155
1784522687275.834,-0.0045,0.0084,0.00275
1784522687376.24,-0.00457,0.00641,0.00065
1784522687496.408,-0.004,0.00719,-0.00011
1784522687596.1821,-0.00586,0.00889,0.00107
1784522687696.262,-0.00433,0.00614,0.00068
1784522687796.364,-0.00267,0.00808,0.00309
1784522687896.285,-0.0023,0.00519,0.00143
1784522688000.694,-0.00171,0.00737,-0.00086
1784522688096.072,-0.00472,0.00834,0.00064
1784522688196.179,-0.00357,0.00805,0.00225
1784522688296.032,-0.0045,0.00485,0.00012
1784522688396.071,-0.00211,0.00706,0.00076
1784522688496.408,-0.00104,0.00605,0.00137
1784522688616.678,-0.00574,0.00836,-0.00048
1784522688715.426,-0.00037,0.00578,0.00147
1784522688816.206,-0.00395,0.00545,-0.00049
1784522688916.3809,-0.00336,0.00903,0.00072
1784522689016.36,-0.00488,0.00601,0.00333
1784522689115.9731,-0.00152,0.00803,0.00216
1784522689216.11,-0.00574,0.00728,0.00187
1784522689336.1543,-0.00314,0.0048,0.00137
1784522689434.606,-0.00372,0.00764,0.00374
1784522689535.9958,-0.00329,0.00756,0.00157
1784522689637.0881,-0.00099,0.00874,0.00458
1784522689736.654,-0.00431,0.00934,-0.00153
1784522689836.03,-0.0029,0.00697,0.0014
1784522689941.682,-0.00279,0.00808,0.00137
1784522690036.02,-0.00549,0.00651,-0.00221
1784522690136.273,-0.00282,0.00499,0.00144
1784522690256.183,-0.00527,0.00619,-0.00042
1784522690356.31,-0.00329,0.00658,0.00334
1784522690456.625,-0.00521,0.00392,0.00047
1784522690555.831,-0.00256,0.00636,0.00297
1784522690656.5562,-0.00438,0.00673,0.00107
1784522690756.182,-0.00459,0.00592,0.00393
1784522690855.775,-0.00379,0.00816,-0.00054
1784522690956.034,-0.00259,0.00681,0.00069
1784522691056.245,-0.00188,0.00733,0.00254
1784522691176.1323,-0.00252,0.00959,0.00036
1784522691276.08,-0.00437,0.00809,0.00178
1784522691376.039,-0.00361,0.00712,0.0012
1784522691476.142,-0.00198,0.00851,0.00137
1784522691575.454,-0.00398,0.00725,0.00262
1784522691675.988,-0.00061,0.00604,0.0012
1784522691776.4092,-0.00082,0.00826,0.00387
1784522691875.9072,-0.00327,0.0077,-0.00036
1784522691976.316,-0.00274,0.00601,0.00383
1784522692076.4038,-0.00391,0.00731,0.00118
1784522692176.4211,-0.00459,0.00659,-0.00211
1784522692276.581,-0.0021,0.00662,0.00265
